id,year,region,female,immigrant,education,age,income,instrument,endogenous,treat,post,outcome,wage,employed,life_satisfaction,count_events,ordinal_satisfaction,likert_1,likert_2,likert_3
10,2025,west,1,0,16,55,55985.994946591054,0.9084946829664067,5.3623460865463315,1,1,11.678282936580423,10267.845719648118,1,7.7630404447023675,3,4,3,5.0,3
11,2018,central,0,0,9,50,47807.215256356954,1.0368819406941712,2.475918106054487,1,0,2.945245993486636,4010.397561611173,1,6.6318406936809,5,4,3,2.0,3
11,2019,central,0,0,9,51,54129.542394467215,1.0368819406941712,1.951860523348239,1,0,2.2578948736186004,4608.299602583,0,7.903970196148047,1,4,2,1.0,5
11,2020,central,0,0,9,52,55905.88652154826,1.0368819406941712,3.7793126037575178,1,0,1.4123879939031347,4604.293060844694,1,6.944392108390294,4,4,3,4.0,2
11,2021,central,0,0,9,53,50885.531949847966,1.0368819406941712,3.285753830238915,1,0,2.791090957102681,3496.8626546296005,1,8.584262874503404,0,5,3,3.0,5
11,2022,central,0,0,9,54,48450.40451952645,1.0368819406941712,3.4006313314697354,1,1,1.5838612806307442,3840.188357442014,0,,4,4,3,3.0,2
11,2023,central,0,0,9,55,42343.040066276524,1.0368819406941712,3.1331332435918346,1,1,4.328699314829374,5329.171370861989,1,5.735196290926449,4,3,4,3.0,3
11,2024,central,0,0,9,56,57572.13565670094,1.0368819406941712,3.0003563020458914,1,1,4.265942853112749,3155.197202090715,1,7.74815857210099,1,4,3,3.0,3
11,2025,central,0,0,9,57,51653.50837338944,1.0368819406941712,0.9641284873547562,1,1,4.7869871731361,2922.4933935446024,1,6.231246911258506,5,3,3,4.0,3
12,2018,north,0,0,9,46,49672.549585443776,-1.1606236719541771,0.43176163909509413,1,0,4.535528381081338,3251.7253505933663,1,5.961188846322278,5,3,3,3.0,4
12,2019,north,0,0,9,47,43154.53212627656,-1.1606236719541771,1.065770811472448,1,0,3.1861569083953927,3338.1734667313685,0,5.739177891284518,5,3,5,3.0,2
12,2020,north,0,0,9,48,43238.71336868584,-1.1606236719541771,3.195984246787506,1,0,5.860282701414985,6026.847801096615,1,8.47116060498496,1,5,4,2.0,3
12,2021,north,0,0,9,49,59650.586370092235,-1.1606236719541771,1.4828954187331547,1,0,5.480547663846535,3061.340053269667,1,7.379315494346982,2,4,2,3.0,3
12,2022,north,0,0,9,50,30947.677873075107,-1.1606236719541771,2.9620289534813917,1,1,3.8278215183261812,4298.120848040238,1,5.396196423954599,0,3,3,1.0,4
12,2023,north,0,0,9,51,43496.19556501829,-1.1606236719541771,1.6038866294263603,1,1,2.353272832725244,3360.3667109295798,0,9.49332015362948,2,5,2,4.0,2
12,2024,north,0,0,9,52,67895.3467454559,-1.1606236719541771,1.2549190081294557,1,1,5.762878374316582,3954.3462515714887,1,8.420513668948956,3,5,4,5.0,3
12,2025,north,0,0,9,53,47856.17845271925,-1.1606236719541771,0.910604019020234,1,1,4.835738773137009,2574.7516574359474,0,7.410933773233046,2,4,3,1.0,5
13,2018,west,1,0,14,27,49977.590729329386,0.20316948699593182,2.4823088022658233,1,0,5.842915225062997,4089.964369670314,1,8.513836010987099,4,5,3,5.0,2
13,2019,west,1,0,14,28,46628.112625311165,0.20316948699593182,4.206493039356411,1,0,2.161012109409537,5506.1050676833875,1,8.263582066054742,4,5,4,3.0,4
13,2020,west,1,0,14,29,47519.58596543403,0.20316948699593182,4.472159512163216,1,0,0.8915181693837377,6040.919414852682,0,8.44917345156796,2,5,4,3.0,2
13,2021,west,1,0,14,30,46985.17408381203,0.20316948699593182,1.270894297912783,1,0,4.628910183927079,3756.5849033343225,1,8.373139734264079,2,5,4,4.0,2
13,2022,west,1,0,14,31,53113.87558947041,0.20316948699593182,4.610129315724278,1,1,3.4048247022440283,5098.4116227040195,1,8.048431685753098,1,5,3,4.0,3
13,2023,west,1,0,14,32,50944.733832339385,0.20316948699593182,4.272973430971902,1,1,7.936742066496852,6699.0712104425165,1,7.4938022878712305,0,4,4,4.0,4
13,2024,west,1,0,14,33,59768.357623615404,0.20316948699593182,5.263197725072604,1,1,4.36377157534825,8459.510662958619,1,7.020696022834917,0,4,3,4.0,3
13,2025,west,1,0,14,34,57132.137097938976,0.20316948699593182,3.370691219157317,1,1,5.914064376400598,7581.651808619141,0,8.312901066929678,0,5,4,3.0,2
14,2018,west,1,0,14,36,59625.73279197869,0.8366054625261699,3.7362488003410537,1,0,3.5555063276569125,7518.829540754646,1,8.540207076981329,1,5,2,3.0,2
14,2019,west,1,0,14,37,46963.63800748544,0.8366054625261699,3.506987544970207,1,0,5.740678570450674,5106.729841477213,1,9.614238493845866,1,5,3,4.0,3
14,2020,west,1,0,14,38,55584.28037533322,0.8366054625261699,4.436426309973818,1,0,4.732142380870334,5752.6584554947085,0,6.6815850836861,3,4,3,3.0,2
14,2021,west,1,0,14,39,38396.735105127715,0.8366054625261699,1.6151622408422748,1,0,6.138603365792533,6911.1700896110615,1,8.504672140991804,2,5,3,3.0,3
14,2022,west,1,0,14,40,54620.9978542449,0.8366054625261699,3.2962244827549245,1,1,3.9381870023163925,5089.256795107361,1,8.853396493930079,2,5,4,3.0,4
14,2023,west,1,0,14,41,54889.138939524724,0.8366054625261699,3.6610794056377256,1,1,6.2609392582467285,5366.375523144949,1,8.782284830958954,5,5,3,3.0,3
14,2024,west,1,0,14,42,74160.3566588924,0.8366054625261699,2.6819307943126383,1,1,7.113774811628345,4191.441986766544,1,9.261139191889008,1,5,5,3.0,4
14,2025,west,1,0,14,43,53810.00311846539,0.8366054625261699,4.642519367740326,1,1,4.093622383587896,8435.590820461457,1,8.618170728785055,3,5,4,4.0,4
15,2018,east,1,1,17,27,56050.81618261822,1.1169574791383585,5.9132976807068385,1,0,5.825289298210401,11233.794614743892,1,7.381442276412536,2,4,4,2.0,3
15,2019,east,1,1,17,28,48800.843102398634,1.1169574791383585,4.900815568374398,1,0,8.609508635839985,10924.868421145507,0,8.598076387257173,1,5,2,3.0,4
15,2020,east,1,1,17,29,47953.07627258978,1.1169574791383585,4.469600504229473,1,0,5.442109904244261,9009.078435883199,1,7.233526511769454,2,4,3,3.0,5
15,2021,east,1,1,17,30,44144.15178878682,1.1169574791383585,6.215035030301967,1,0,6.925478651780105,11325.057804937722,1,6.305445873110578,3,3,3,3.0,3
15,2022,east,1,1,17,31,62772.51219698681,1.1169574791383585,5.139838441353249,1,1,7.822113508161857,8058.831765520257,1,9.937618010851379,0,5,2,3.0,3
15,2023,east,1,1,17,32,,1.1169574791383585,5.852555916873348,1,1,8.760376741636689,7095.990857368381,0,7.918805675517692,0,4,1,5.0,2
15,2024,east,1,1,17,33,49144.24338926757,1.1169574791383585,5.706610926714524,1,1,8.184229715447088,12743.485766638982,1,5.720330959193753,1,3,4,3.0,4
15,2025,east,1,1,17,34,49921.51597542479,1.1169574791383585,6.622414324297726,1,1,8.451097972252235,9912.945871902044,1,7.148590918221337,2,4,3,3.0,3
16,2018,west,1,1,13,49,48068.94612715227,-0.44070348477875315,2.3220837469209687,1,0,3.4785905520315983,5222.462858709256,0,7.5829353037418326,4,4,3,2.0,3
16,2019,west,1,1,13,50,56691.708625895495,-0.44070348477875315,1.8769651037942006,1,0,3.143728126843852,4356.1230718845845,1,,1,4,4,4.0,3
16,2020,west,1,1,13,51,45002.01640440901,-0.44070348477875315,2.867142843668696,1,0,5.092877411852338,4599.372267662737,1,7.849036644599769,2,4,2,5.0,4
16,2021,west,1,1,13,52,61686.46930009161,-0.44070348477875315,1.6546638828601106,1,0,1.0514153494680678,3326.5525304279145,1,7.078999762844772,4,4,3,2.0,2
16,2022,west,1,1,13,53,49359.33319070241,-0.44070348477875315,1.8057627213065601,1,1,2.256349166285958,3855.306735487958,0,8.808752046733364,1,5,2,1.0,1
16,2023,west,1,1,13,54,62587.55255005128,-0.44070348477875315,2.1336910077069753,1,1,7.122501345855632,5254.419118596562,1,7.261620598350466,3,4,2,3.0,4
16,2024,west,1,1,13,55,60031.92954637835,-0.44070348477875315,5.593624500989831,1,1,5.747406678452196,9929.70435048302,1,8.42445580330324,1,5,3,3.0,4
16,2025,west,1,1,13,56,67984.58242865383,-0.44070348477875315,3.2364634200602254,1,1,5.445451939489406,8627.360642768308,1,7.553521617424419,1,4,2,2.0,4
17,2018,north,1,0,16,52,66040.92438162341,-0.3597970693004041,6.22966611997561,1,0,2.9889311067688404,8768.96247331355,1,8.602767218431598,2,5,5,2.0,3
17,2019,north,1,0,16,53,62697.871363422004,-0.3597970693004041,4.643022316495768,1,0,4.244483648205595,9392.672931185505,1,9.067331043510741,3,5,3,4.0,2
17,2020,north,1,0,16,54,63428.73980051227,-0.3597970693004041,2.3046574788572234,1,0,4.100529135681218,10405.897783897735,0,8.902128256190059,3,5,3,2.0,2
17,2021,north,1,0,16,55,60764.45053943758,-0.3597970693004041,4.582440355903736,1,0,4.732037428772896,8723.221481140976,1,8.479717764127768,1,5,3,4.0,4
17,2022,north,1,0,16,56,59174.33628716576,-0.3597970693004041,2.9658814243997815,1,1,7.906162845577176,7328.83820966576,1,6.698762259097985,4,4,1,2.0,3
17,2023,north,1,0,16,57,63893.05994026153,-0.3597970693004041,2.6984554092160358,1,1,6.783013300211865,7160.89618089504,1,9.758533445596369,2,5,4,4.0,3
17,2024,north,1,0,16,58,55735.01042433543,-0.3597970693004041,5.190251871533702,1,1,5.19245300152349,12361.26725954519,0,6.004843723062942,4,3,2,3.0,2
17,2025,north,1,0,16,59,57308.97964502364,-0.3597970693004041,3.0664231837384177,1,1,6.115590429794828,8100.726903652085,1,8.718043211057095,3,5,5,3.0,1
18,2018,north,1,1,15,43,47548.02659905268,-0.49679471852771995,4.12176459854121,1,0,5.50100398560469,6787.601834841989,1,8.223444636380712,0,5,4,4.0,2
18,2019,north,1,1,15,44,54713.73182991105,-0.49679471852771995,2.1540918359438432,1,0,4.513593134899632,4777.541749101585,1,7.639236287766954,1,4,3,3.0,3
18,2020,north,1,1,15,45,60531.83074643742,-0.49679471852771995,3.1514613298351994,1,0,2.748775336158526,5389.367264773724,1,6.817499060416009,1,4,2,4.0,5
18,2021,north,1,1,15,46,56183.24658258458,-0.49679471852771995,4.096829643722432,1,0,6.52530705042551,6895.000024208196,1,8.617469370298208,1,5,4,3.0,4
18,2022,north,1,1,15,47,58814.051876127065,-0.49679471852771995,3.5790624807605997,1,1,5.206549758695019,7881.639421902079,0,9.422467944228448,7,5,3,5.0,4
18,2023,north,1,1,15,48,48881.41007317279,-0.49679471852771995,3.3960424762097428,1,1,7.54159260592617,7355.906173938803,0,5.256264715608209,2,3,3,3.0,2
18,2024,north,1,1,15,49,56300.19314677958,-0.49679471852771995,2.478447393662168,1,1,6.9907914450391795,6485.722612606779,1,7.268060014541832,3,4,4,4.0,4
18,2025,north,1,1,15,50,70893.97543146324,-0.49679471852771995,4.173849823786842,1,1,8.254081975064754,6929.148946919212,1,7.53232208009979,6,4,3,3.0,3
19,2018,west,1,0,13,48,50004.329717590736,-1.8087947038546435,0.7103095161581818,1,0,0.5270011561372838,3546.4751046130305,1,7.986880436825863,1,4,3,5.0,2
19,2019,west,1,0,13,49,47829.15350242601,-1.8087947038546435,1.7423700461229086,1,0,5.056598658968443,4838.672726081179,1,8.587265378592274,1,5,3,4.0,2
19,2020,west,1,0,13,50,47198.66893272651,-1.8087947038546435,3.7147709501444526,1,0,0.7723368233288936,4719.176478611411,1,7.35790102409431,2,4,4,2.0,4
19,2021,west,1,0,13,51,63760.300954892016,-1.8087947038546435,3.077505931505983,1,0,2.817183740109594,5670.434323281615,0,7.28323623930582,1,4,4,4.0,1
19,2022,west,1,0,13,52,59360.07045825447,-1.8087947038546435,1.9655017471864942,1,1,4.287705844478374,5902.756138035866,1,7.297976753746768,2,4,3,4.0,3
19,2023,west,1,0,13,53,51493.29665357563,-1.8087947038546435,1.0553093924496877,1,1,4.570748386497666,3245.532476304913,1,8.001794612408323,4,5,3,3.0,2
19,2024,west,1,0,13,54,61315.41215829968,-1.8087947038546435,2.597258404119728,1,1,5.664910658086949,8089.302806507985,0,7.603706489989072,5,4,4,4.0,3
19,2025,west,1,0,13,55,58162.91462352408,-1.8087947038546435,2.122333297096837,1,1,6.0140334046971,6233.760848657239,1,10.0,5,5,3,4.0,5
20,2018,west,0,0,10,39,47644.33030133233,2.326608065846337,6.011382191559161,1,0,7.339729266961158,6440.236095695637,1,7.816568063294787,2,4,4,2.0,3
20,2019,west,0,0,10,40,48109.34458611165,2.326608065846337,5.604137524719064,1,0,6.1973235283075745,6391.559962981071,1,6.487487772063363,1,3,3,3.0,3
20,2020,west,0,0,10,41,38457.060786014736,2.326608065846337,3.6465313774625208,1,0,6.486939322152565,6424.628219654542,1,5.062188208173577,2,3,5,4.0,1
20,2021,west,0,0,10,42,49483.3645675729,2.326608065846337,4.278336244420882,1,0,5.703840469904817,5906.194661200167,1,7.615518585981235,2,4,2,3.0,2
20,2022,west,0,0,10,43,42265.003409572266,2.326608065846337,4.280409347297139,1,1,9.654133980141703,9966.231961156176,1,5.755047070103519,0,3,3,5.0,2
20,2023,west,0,0,10,44,45380.47034168613,2.326608065846337,3.36727536777723,1,1,7.826814089763313,4691.0590435532895,1,6.759537281552392,4,4,2,1.0,3
20,2024,west,0,0,10,45,43902.85820694084,2.326608065846337,5.897820766346123,1,1,6.996488091257477,9300.719656687685,1,8.361516119096759,2,5,3,3.0,3
